utcTime,sessionTime,frame,playerPosition,action,hand,hold,details
2026-06-28T00:38:53.1045190Z,52.913,454,"(0.000,1.043,-0.010)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:53.2205420Z,53.030,455,"(0.000,1.053,-0.009)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:53.3342240Z,53.143,456,"(0.004,1.068,-0.006)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:53.4478090Z,53.257,457,"(0.014,1.093,-0.002)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:53.5614020Z,53.370,458,"(0.020,1.108,0.010)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:53.6743850Z,53.483,459,"(0.026,1.115,0.028)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:53.7879180Z,53.597,460,"(0.034,1.118,0.048)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:53.9020030Z,53.711,461,"(0.037,1.120,0.071)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:54.0136620Z,53.823,462,"(0.036,1.120,0.101)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:54.1279800Z,53.937,463,"(0.041,1.122,0.122)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:54.2417150Z,54.051,464,"(0.047,1.122,0.142)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:54.3565070Z,54.166,465,"(0.053,1.120,0.159)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:54.4700340Z,54.279,466,"(0.056,1.113,0.173)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:54.5843710Z,54.393,467,"(0.046,1.111,0.183)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:54.6978810Z,54.507,468,"(0.020,1.115,0.190)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:54.8111290Z,54.620,469,"(0.000,1.121,0.189)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:54.9234460Z,54.733,470,"(-0.015,1.125,0.188)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:55.0377900Z,54.847,471,"(-0.021,1.129,0.193)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:55.1512760Z,54.960,472,"(-0.028,1.132,0.198)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:55.2646530Z,55.074,473,"(-0.030,1.132,0.206)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:55.3773450Z,55.187,474,"(-0.029,1.123,0.218)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:55.4922460Z,55.301,475,"(-0.026,1.112,0.230)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:55.6063930Z,55.415,476,"(-0.019,1.099,0.243)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:55.7202490Z,55.529,477,"(-0.009,1.092,0.250)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:55.8331840Z,55.642,478,"(0.000,1.086,0.257)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:55.9477370Z,55.757,479,"(0.006,1.081,0.262)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:56.0616840Z,55.871,480,"(0.014,1.078,0.267)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:56.1780800Z,55.987,481,"(0.020,1.076,0.271)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:56.2921160Z,56.101,482,"(0.024,1.073,0.274)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:56.4069590Z,56.216,483,"(0.024,1.072,0.275)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:56.5204410Z,56.329,484,"(0.024,1.071,0.275)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:56.6363990Z,56.445,485,"(0.023,1.070,0.273)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:56.7495500Z,56.559,486,"(0.022,1.070,0.271)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:56.8656620Z,56.675,487,"(0.021,1.072,0.264)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:56.9807660Z,56.790,488,"(0.020,1.066,0.255)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:57.0963690Z,56.905,489,"(0.021,1.054,0.246)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:57.2085870Z,57.018,490,"(0.020,1.038,0.232)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:57.3245400Z,57.133,491,"(0.018,1.021,0.211)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:57.4398630Z,57.249,492,"(0.012,1.012,0.193)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:57.5547480Z,57.364,493,"(0.001,1.001,0.173)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:57.6685470Z,57.478,494,"(-0.009,0.992,0.153)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:57.7841230Z,57.593,495,"(-0.015,0.982,0.132)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:57.8987680Z,57.708,496,"(-0.015,0.975,0.117)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:58.0138850Z,57.823,497,"(-0.008,0.969,0.103)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:58.1277260Z,57.937,498,"(0.000,0.967,0.092)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:58.2427490Z,58.051,499,"(0.006,0.965,0.085)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:58.3561660Z,58.165,500,"(0.008,0.965,0.081)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:58.4717160Z,58.281,501,"(0.007,0.968,0.078)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:58.5844670Z,58.394,502,"(0.004,0.974,0.080)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:58.7004190Z,58.509,503,"(-0.001,0.978,0.082)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:58.8145080Z,58.624,504,"(-0.003,0.979,0.085)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:58.9289760Z,58.738,505,"(-0.004,0.982,0.086)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:59.0427290Z,58.852,506,"(-0.003,0.984,0.087)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:59.1570010Z,58.966,507,"(-0.001,0.986,0.086)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:59.2720830Z,59.081,508,"(0.000,0.986,0.084)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:59.3868050Z,59.196,509,"(0.000,0.985,0.083)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:59.5002430Z,59.309,510,"(-0.001,0.986,0.083)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:59.6152630Z,59.424,511,"(-0.002,0.986,0.084)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:59.7314200Z,59.540,512,"(-0.002,0.985,0.085)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:59.8459230Z,59.655,513,"(-0.002,0.983,0.085)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:38:59.9606420Z,59.770,514,"(-0.002,0.979,0.084)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:00.0773750Z,59.886,515,"(-0.003,0.974,0.084)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:00.1912570Z,60.000,516,"(-0.001,0.970,0.083)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:00.3046260Z,60.114,517,"(0.000,0.967,0.080)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:00.4188140Z,60.228,518,"(0.000,0.964,0.073)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:00.5327580Z,60.342,519,"(-0.002,0.960,0.067)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:00.6450340Z,60.454,520,"(-0.006,0.958,0.065)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:00.7600940Z,60.569,521,"(-0.008,0.959,0.066)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:00.8723370Z,60.681,522,"(-0.008,0.960,0.070)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:00.9858090Z,60.795,523,"(-0.008,0.962,0.071)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:01.0988520Z,60.908,524,"(-0.008,0.964,0.070)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:01.2127570Z,61.022,525,"(-0.010,0.966,0.068)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:01.3270470Z,61.136,526,"(-0.011,0.964,0.064)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:01.4428960Z,61.252,527,"(-0.012,0.962,0.062)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:01.5552920Z,61.364,528,"(-0.012,0.962,0.063)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:01.6684620Z,61.477,529,"(-0.012,0.961,0.066)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:01.7813820Z,61.591,530,"(-0.013,0.961,0.069)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:01.8969000Z,61.706,531,"(-0.013,0.960,0.072)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:02.0120390Z,61.821,532,"(-0.012,0.959,0.072)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:02.1261960Z,61.935,533,"(-0.010,0.958,0.072)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:02.2402090Z,62.049,534,"(-0.008,0.958,0.071)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:02.3563110Z,62.165,535,"(-0.007,0.959,0.072)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:02.4708350Z,62.280,536,"(-0.009,0.962,0.074)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:02.5856230Z,62.395,537,"(-0.012,0.965,0.071)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:02.7004990Z,62.509,538,"(-0.014,0.971,0.069)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:02.8173230Z,62.627,539,"(-0.012,0.977,0.069)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:02.9316010Z,62.741,540,"(-0.008,0.983,0.071)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:03.0462770Z,62.855,541,"(-0.006,0.983,0.074)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:03.1636580Z,62.972,542,"(-0.006,0.979,0.074)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:03.2777960Z,63.087,543,"(-0.008,0.977,0.072)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:03.3981370Z,63.207,544,"(-0.009,0.976,0.069)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:03.5161250Z,63.324,545,"(-0.011,0.976,0.069)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:03.6330840Z,63.442,546,"(-0.012,0.975,0.071)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:03.7511690Z,63.560,547,"(-0.012,0.975,0.072)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:03.8667440Z,63.676,548,"(-0.011,0.974,0.073)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:03.9839920Z,63.793,549,"(-0.011,0.974,0.073)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:04.0984320Z,63.908,550,"(-0.011,0.974,0.073)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:04.2101980Z,64.019,551,"(-0.010,0.973,0.072)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:04.3138400Z,64.123,552,"(-0.010,0.973,0.071)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:04.4133510Z,64.223,553,"(-0.010,0.974,0.070)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:04.5134210Z,64.323,554,"(-0.011,0.973,0.070)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:04.6136060Z,64.423,555,"(-0.012,0.973,0.069)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:04.7173320Z,64.527,556,"(-0.013,0.973,0.069)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:04.8172730Z,64.624,557,"(-0.015,0.974,0.068)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:04.9170680Z,64.723,558,"(-0.016,0.974,0.067)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:05.0171150Z,64.824,559,"(-0.017,0.973,0.066)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:05.1172970Z,64.924,560,"(-0.017,0.972,0.066)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:05.2191300Z,65.028,561,"(-0.018,0.971,0.066)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:05.3189920Z,65.124,562,"(-0.018,0.970,0.066)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:05.4191500Z,65.224,563,"(-0.018,0.970,0.066)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:05.5190720Z,65.325,564,"(-0.019,0.970,0.066)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:05.6200960Z,65.429,565,"(-0.018,0.970,0.065)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:05.7197390Z,65.526,566,"(-0.018,0.970,0.065)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:05.8198030Z,65.625,567,"(-0.018,0.970,0.064)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:05.9199980Z,65.725,568,"(-0.017,0.972,0.064)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:06.0215150Z,65.830,569,"(-0.017,0.975,0.063)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:06.1235380Z,65.933,570,"(-0.016,0.977,0.063)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:06.2254900Z,66.035,571,"(-0.015,0.980,0.063)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:06.3277610Z,66.137,572,"(-0.014,0.982,0.063)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:06.4278560Z,66.235,573,"(-0.014,0.981,0.062)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:06.5279990Z,66.334,574,"(-0.013,0.980,0.063)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:06.6277960Z,66.435,575,"(-0.013,0.980,0.063)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:06.7281180Z,66.535,576,"(-0.014,0.980,0.063)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:06.8281420Z,66.637,577,"(-0.014,0.980,0.063)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:06.9282420Z,66.735,578,"(-0.015,0.980,0.063)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:07.0281540Z,66.835,579,"(-0.015,0.979,0.063)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:07.1281840Z,66.936,580,"(-0.014,0.979,0.063)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:07.2309460Z,67.040,581,"(-0.014,0.979,0.063)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:07.3308440Z,67.137,582,"(-0.014,0.979,0.063)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:07.4309990Z,67.236,583,"(-0.014,0.979,0.063)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:07.5309190Z,67.336,584,"(-0.014,0.980,0.063)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:07.6309320Z,67.436,585,"(-0.013,0.980,0.063)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:07.7327390Z,67.542,586,"(0.000,0.984,0.000)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:07.8318810Z,67.637,587,"(0.000,0.984,0.000)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:07.9322680Z,67.737,588,"(0.000,0.984,0.000)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:08.0322800Z,67.837,589,"(0.000,0.985,0.000)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:08.1320270Z,67.937,590,"(0.000,0.984,0.000)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:08.2319280Z,68.040,591,"(0.000,0.984,0.001)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:08.3320460Z,68.138,592,"(0.000,0.984,0.001)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:08.4322400Z,68.238,593,"(-0.001,0.984,0.001)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:08.5322770Z,68.338,594,"(-0.001,0.984,0.001)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:08.6337120Z,68.443,595,"(-0.001,0.984,0.000)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:08.7330130Z,68.540,596,"(-0.001,0.984,0.000)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:08.8332320Z,68.639,597,"(-0.001,0.984,0.001)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:08.9332920Z,68.739,598,"(-0.001,0.983,0.001)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:09.0333570Z,68.840,599,"(-0.002,0.983,0.001)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:09.1346700Z,68.943,600,"(-0.002,0.983,0.001)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:09.2342470Z,69.043,601,"(-0.002,0.983,0.001)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:09.3363640Z,69.146,602,"(-0.002,0.983,0.001)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:09.4403130Z,69.249,603,"(-0.002,0.983,0.001)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:09.5418740Z,69.351,604,"(-0.002,0.983,0.001)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:09.6442300Z,69.453,605,"(-0.002,0.984,0.001)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:09.7481310Z,69.557,606,"(-0.002,0.983,0.001)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:09.8521110Z,69.661,607,"(-0.002,0.983,0.001)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:09.9550990Z,69.764,608,"(-0.002,0.983,0.001)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:10.0576580Z,69.867,609,"(-0.002,0.983,0.001)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:10.1634380Z,69.973,610,"(-0.002,0.983,0.001)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:10.2679010Z,70.077,611,"(-0.002,0.983,0.001)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:10.3731520Z,70.182,612,"(-0.002,0.983,0.001)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:10.5249030Z,70.334,613,"(-0.002,0.983,0.001)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:10.6396270Z,70.449,614,"(-0.002,0.983,0.001)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:10.7506740Z,70.560,615,"(-0.002,0.983,0.001)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:10.8610840Z,70.670,616,"(-0.002,0.983,0.001)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:10.9689960Z,70.778,617,"(-0.001,0.983,0.001)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:11.0689000Z,70.877,618,"(-0.001,0.983,0.001)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:11.1684460Z,70.977,619,"(-0.001,0.983,0.001)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:11.2725150Z,71.082,620,"(-0.001,0.983,0.001)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:11.3719380Z,71.179,621,"(-0.001,0.983,0.001)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:11.4723230Z,71.278,622,"(-0.001,0.983,0.001)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:11.5722670Z,71.379,623,"(0.000,0.983,0.001)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:11.6723800Z,71.479,624,"(0.000,0.983,0.001)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:11.7720950Z,71.582,625,"(0.000,0.983,0.001)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:11.8722490Z,71.679,626,"(0.000,0.983,0.001)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:11.9722530Z,71.779,627,"(0.000,0.983,0.001)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:12.0723720Z,71.879,628,"(0.000,0.983,0.001)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:12.1723900Z,71.979,629,"(0.000,0.983,0.001)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:12.2732760Z,72.082,630,"(0.000,0.983,0.002)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:12.3724580Z,72.180,631,"(-0.001,0.983,0.002)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:12.4726550Z,72.280,632,"(-0.001,0.983,0.002)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:12.5725740Z,72.380,633,"(-0.001,0.983,0.001)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:12.6756420Z,72.485,634,"(-0.001,0.983,0.001)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:12.7756010Z,72.583,635,"(-0.001,0.983,0.002)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:12.8753670Z,72.681,636,"(-0.001,0.982,0.002)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:12.9753480Z,72.781,637,"(-0.001,0.982,0.002)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:13.0756990Z,72.881,638,"(-0.001,0.982,0.002)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:13.1754400Z,72.984,639,"(-0.001,0.982,0.002)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:13.2757600Z,73.082,640,"(-0.001,0.982,0.002)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:13.3753670Z,73.182,641,"(-0.002,0.982,0.002)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:13.4758190Z,73.282,642,"(-0.002,0.982,0.002)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:13.5754880Z,73.382,643,"(-0.002,0.982,0.002)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:13.6756510Z,73.485,644,"(-0.002,0.982,0.002)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:13.7755040Z,73.583,645,"(-0.002,0.982,0.002)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:13.8757210Z,73.683,646,"(-0.002,0.982,0.002)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:13.9751880Z,73.783,647,"(-0.002,0.982,0.002)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:14.0756810Z,73.883,648,"(-0.002,0.982,0.002)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:14.1755410Z,73.984,649,"(-0.002,0.982,0.002)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:14.2756360Z,74.084,650,"(-0.002,0.982,0.002)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:14.3755210Z,74.184,651,"(-0.002,0.981,0.002)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:14.4753930Z,74.284,652,"(-0.002,0.981,0.002)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:14.5778090Z,74.387,653,"(-0.002,0.981,0.002)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:14.6778420Z,74.485,654,"(-0.002,0.981,0.002)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:14.7777270Z,74.585,655,"(-0.002,0.981,0.002)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:14.8777980Z,74.685,656,"(-0.002,0.981,0.002)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:14.9778380Z,74.785,657,"(-0.002,0.981,0.002)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:15.0798870Z,74.889,658,"(-0.002,0.981,0.002)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:15.1798060Z,74.985,659,"(-0.002,0.981,0.002)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:15.2798820Z,75.086,660,"(-0.002,0.981,0.002)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:15.3801260Z,75.186,661,"(-0.002,0.981,0.001)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:15.4810970Z,75.290,662,"(-0.002,0.981,0.001)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:15.5807250Z,75.388,663,"(-0.001,0.981,0.001)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:15.6808500Z,75.486,664,"(-0.001,0.981,0.002)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:15.7807840Z,75.587,665,"(-0.001,0.981,0.002)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:15.8807410Z,75.687,666,"(-0.001,0.980,0.002)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:15.9807830Z,75.790,667,"(-0.001,0.980,0.002)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:16.0805970Z,75.887,668,"(-0.001,0.980,0.002)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:16.1806370Z,75.987,669,"(-0.001,0.980,0.002)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:16.2808560Z,76.088,670,"(-0.001,0.980,0.002)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:16.3829930Z,76.192,671,"(-0.002,0.979,0.003)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:16.4825610Z,76.290,672,"(0.000,0.979,0.004)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:16.5826090Z,76.388,673,"(0.004,0.977,0.007)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:16.6830620Z,76.488,674,"(0.008,0.975,0.010)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:16.7832660Z,76.589,675,"(0.016,0.972,0.013)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:16.8836760Z,76.693,676,"(0.022,0.969,0.016)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:16.9833340Z,76.790,677,"(0.022,0.968,0.019)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:17.0833280Z,76.889,678,"(0.015,0.970,0.018)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:17.1834090Z,76.989,679,"(0.004,0.972,0.015)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:17.2833980Z,77.089,680,"(-0.003,0.973,0.011)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:17.3834740Z,77.192,681,"(-0.009,0.977,0.006)",LocomotionStop,,,grip locomotion stopped
2026-06-28T00:39:17.4835300Z,77.290,682,"(-0.013,0.982,0.000)",LocomotionStop,,,grip locomotion stopped
